Start Date,Start Date,Start Time,Distance,Duration,W° of Start,N° of Start,W° of Finish,N° of Finish
Monday,15-10-2018,14:18,5.52,0:14,-85.46447,31.31385,-85.43718,31.25024
Monday,15-10-2018,14:38,1.72,0:08,-85.43718,31.25024,-85.42127,31.23484
Monday,15-10-2018,15:28,3.65,0:13,-85.42157,31.23501,-85.44751,31.26894
Monday,15-10-2018,16:06,1.77,0:06,-85.44729,31.26885,-85.43729,31.24989
Monday,15-10-2018,16:14,1.73,0:07,-85.43729,31.24989,-85.42127,31.23482
Monday,15-10-2018,17:52,2.26,0:11,-85.42127,31.23482,-85.45102,31.228
Monday,15-10-2018,18:18,2.57,0:09,-85.45102,31.228,-85.4372,31.25026
Monday,15-10-2018,20:51,1.85,0:27,-85.43623,31.25067,-85.44702,31.26857
Monday,15-10-2018,22:18,1.77,0:03,-85.44702,31.26857,-85.43715,31.25022
Tuesday,16-10-2018,7:29,5.52,0:12,-85.43679,31.24983,-85.46526,31.31444
Tuesday,16-10-2018,10:42,5.49,0:23,-85.46509,31.31426,-85.43733,31.24978
Tuesday,16-10-2018,12:23,5.51,0:15,-85.43733,31.24978,-85.46522,31.31443
Tuesday,16-10-2018,13:41,5.49,0:16,-85.46476,31.31408,-85.43723,31.24986
Tuesday,16-10-2018,15:05,1.73,0:12,-85.43723,31.24986,-85.42128,31.23482
Tuesday,16-10-2018,17:25,0.01,0:00,-85.42128,31.23482,-85.42059,31.23485
Tuesday,16-10-2018,17:31,1.74,0:06,-85.42108,31.23472,-85.4372,31.25017
Tuesday,16-10-2018,17:43,0.01,0:00,-85.4372,31.25017,-85.43719,31.25028
Wednesday,17-10-2018,7:34,5.53,0:14,-85.43719,31.25028,-85.4653,31.31451
Wednesday,17-10-2018,10:39,5.5,0:14,-85.46529,31.31451,-85.43738,31.24984
Wednesday,17-10-2018,12:22,5.53,0:16,-85.43719,31.25013,-85.46539,31.31445
Wednesday,17-10-2018,13:50,1.36,0:25,-85.4653,31.31446,-85.44761,31.30485
Wednesday,17-10-2018,14:18,5.8,0:15,-85.44761,31.30485,-85.42127,31.23481
Wednesday,17-10-2018,17:19,4.42,0:13,-85.42127,31.23481,-85.458,31.27791
Wednesday,17-10-2018,17:34,2.6,0:07,-85.458,31.27791,-85.4373,31.2499
Wednesday,17-10-2018,18:29,0.8,0:03,-85.43744,31.24977,-85.4353,31.23969
Wednesday,17-10-2018,19:39,2.45,0:15,-85.4352,31.23953,-85.43714,31.25026
Thursday,18-10-2018,12:25,5.51,0:11,-85.43659,31.24975,-85.46518,31.31444
Thursday,18-10-2018,13:45,7.23,0:33,-85.46518,31.31436,-85.43392,31.22878
Thursday,18-10-2018,14:21,1.51,0:04,-85.43392,31.22878,-85.43717,31.25018
Thursday,18-10-2018,16:48,2.06,0:08,-85.43717,31.25018,-85.42218,31.23951
Thursday,18-10-2018,17:19,3.3,0:17,-85.42218,31.23951,-85.38863,31.22417
Thursday,18-10-2018,18:41,0.55,0:06,-85.38863,31.22417,-85.39342,31.22084
Thursday,18-10-2018,20:08,2.74,0:10,-85.39329,31.22093,-85.42217,31.23949
Thursday,18-10-2018,21:55,2.11,0:07,-85.42196,31.2394,-85.43686,31.24999
Friday,19-10-2018,9:55,2.4,0:09,-85.43716,31.25024,-85.42984,31.22667
Friday,19-10-2018,11:18,2.39,0:08,-85.4288,31.22675,-85.43718,31.25022
Friday,19-10-2018,11:38,2.39,0:08,-85.43679,31.2497,-85.42982,31.2267
Friday,19-10-2018,12:29,2.34,0:08,-85.42951,31.22684,-85.43715,31.25018
Sunday,21-10-2018,9:00,0.98,0:02,-85.43686,31.24786,-85.43678,31.24001
Sunday,21-10-2018,11:27,2.46,0:12,-85.43678,31.24001,-85.43713,31.25025
Sunday,21-10-2018,12:11,3.77,0:11,-85.43722,31.25034,-85.44245,31.20748
Sunday,21-10-2018,12:25,3.37,0:08,-85.44245,31.20748,-85.43717,31.25028
Sunday,21-10-2018,13:26,1.91,0:08,-85.43695,31.25021,-85.43712,31.25019
Sunday,21-10-2018,14:05,2.06,0:09,-85.43712,31.25019,-85.42216,31.23961
Sunday,21-10-2018,14:19,2.56,0:13,-85.4222,31.23945,-85.44669,31.26682
Sunday,21-10-2018,14:52,2.04,0:09,-85.44669,31.26682,-85.42577,31.25321
Sunday,21-10-2018,15:23,2.13,0:11,-85.42577,31.25321,-85.4475,31.26893
Sunday,21-10-2018,15:52,0.19,0:02,-85.44753,31.26896,-85.44683,31.26694
Sunday,21-10-2018,16:06,1.88,0:06,-85.44693,31.26726,-85.43718,31.25017
Sunday,21-10-2018,17:13,0.8,0:03,-85.43686,31.25015,-85.43514,31.23979
Sunday,21-10-2018,18:39,0.81,0:03,-85.43512,31.23963,-85.4373,31.24989
Sunday,21-10-2018,18:44,2.07,0:06,-85.4373,31.24989,-85.4222,31.23958
Sunday,21-10-2018,19:33,2.11,0:08,-85.4222,31.23958,-85.43718,31.25028
Monday,22-10-2018,7:26,5.54,0:14,-85.43684,31.25032,-85.46533,31.31447
Monday,22-10-2018,11:02,5.51,0:13,-85.46533,31.31447,-85.4373,31.2499
Monday,22-10-2018,12:22,5.52,0:14,-85.43714,31.2498,-85.46537,31.31445
Monday,22-10-2018,13:42,5.5,0:12,-85.46466,31.31405,-85.4373,31.24985
Monday,22-10-2018,13:58,4.44,0:18,-85.4373,31.24985,-85.38091,31.26924
Monday,22-10-2018,17:56,4.49,0:09,-85.38091,31.26924,-85.4372,31.25027
Tuesday,23-10-2018,7:34,5.52,0:12,-85.43687,31.24984,-85.46529,31.31447
Tuesday,23-10-2018,10:42,5.5,0:12,-85.46529,31.31447,-85.43722,31.24987
Tuesday,23-10-2018,12:22,5.58,0:13,-85.43714,31.24981,-85.46538,31.31446
Tuesday,23-10-2018,13:43,6.66,0:43,-85.46538,31.31446,-85.38103,31.26928
Tuesday,23-10-2018,15:38,4.5,0:08,-85.38079,31.26916,-85.43685,31.2501
Wednesday,24-10-2018,7:36,5.53,0:12,-85.43685,31.2501,-85.46527,31.31446
Wednesday,24-10-2018,11:14,5.51,0:13,-85.46527,31.31446,-85.43731,31.24988
Wednesday,24-10-2018,12:22,5.54,0:15,-85.43731,31.24991,-85.46533,31.31453
Wednesday,24-10-2018,13:44,6.67,0:26,-85.46533,31.31453,-85.38104,31.26936
Wednesday,24-10-2018,15:15,4.49,0:08,-85.3807,31.26937,-85.43715,31.25026
Wednesday,24-10-2018,17:45,0.79,0:02,-85.4366,31.24962,-85.4348,31.23969
Wednesday,24-10-2018,19:28,0.83,0:03,-85.43529,31.2395,-85.43695,31.25034
Thursday,25-10-2018,7:35,5.6,0:16,-85.43715,31.25031,-85.4649,31.31457
Thursday,25-10-2018,10:43,5.53,0:10,-85.46497,31.31448,-85.43721,31.25022
Thursday,25-10-2018,12:22,5.53,0:12,-85.43721,31.25022,-85.4654,31.31447
Thursday,25-10-2018,14:14,6.67,0:11,-85.46407,31.3143,-85.38103,31.26931
Thursday,25-10-2018,17:49,4.5,0:10,-85.38091,31.26967,-85.43716,31.25027
Thursday,25-10-2018,19:04,3.17,0:10,-85.43726,31.25031,-85.42219,31.23956
Thursday,25-10-2018,19:16,1.78,0:08,-85.42219,31.23956,-85.42929,31.25102
Thursday,25-10-2018,21:51,3.23,0:14,-85.42863,31.24999,-85.43718,31.25028
Friday,26-10-2018,7:19,9.08,0:24,-85.43718,31.25028,-85.43718,31.25028
Friday,26-10-2018,14:09,4.56,0:09,-85.43718,31.25028,-85.38275,31.26959
Friday,26-10-2018,15:14,0.54,0:02,-85.38099,31.26985,-85.37699,31.27155
Friday,26-10-2018,15:18,4.35,0:08,-85.37699,31.27155,-85.43717,31.25028
Friday,26-10-2018,15:27,1.51,0:04,-85.43717,31.25028,-85.43395,31.2288
Friday,26-10-2018,15:35,0.1,0:01,-85.43396,31.22884,-85.43408,31.22986
Friday,26-10-2018,15:40,1.43,0:05,-85.43408,31.22986,-85.43719,31.25028
Friday,26-10-2018,18:07,2.06,0:07,-85.43622,31.24937,-85.42219,31.23955
Friday,26-10-2018,18:20,3.91,0:09,-85.42219,31.23955,-85.38997,31.21201
Friday,26-10-2018,20:07,5.55,0:20,-85.38957,31.21227,-85.42219,31.23957
Friday,26-10-2018,22:44,2.82,0:08,-85.42175,31.23976,-85.45341,31.23386
Friday,26-10-2018,22:54,2.22,0:06,-85.45341,31.23386,-85.43717,31.25026
Saturday,27-10-2018,8:17,4.44,0:14,-85.43717,31.25026,-85.38104,31.26966
Saturday,27-10-2018,11:44,10.95,0:36,-85.38104,31.26966,-85.38105,31.26964
Sunday,28-10-2018,1:29,4.48,0:09,-85.38105,31.26964,-85.43716,31.25029
Sunday,28-10-2018,8:57,0.99,0:03,-85.43684,31.24982,-85.43678,31.24001
Sunday,28-10-2018,11:28,0.93,0:04,-85.43678,31.24001,-85.43717,31.25027
Sunday,28-10-2018,11:34,1.65,0:08,-85.43717,31.25027,-85.42737,31.24571
Sunday,28-10-2018,12:32,1.67,0:06,-85.42729,31.24579,-85.43715,31.2502
Sunday,28-10-2018,16:35,2.06,0:06,-85.43718,31.2503,-85.42218,31.23959
Sunday,28-10-2018,16:47,0.34,0:01,-85.42218,31.23959,-85.41821,31.24017
Sunday,28-10-2018,17:47,0.35,0:02,-85.41821,31.24017,-85.42219,31.23957
Sunday,28-10-2018,17:56,1.71,0:07,-85.42223,31.23953,-85.43581,31.25871
Sunday,28-10-2018,18:31,3.92,0:12,-85.43581,31.25871,-85.40917,31.22714
Sunday,28-10-2018,18:47,1.86,0:06,-85.40917,31.22714,-85.42215,31.23957
Sunday,28-10-2018,21:06,2.1,0:06,-85.42215,31.23957,-85.43717,31.25024
Monday,29-10-2018,7:37,5.55,0:12,-85.43717,31.25024,-85.46532,31.31466
Monday,29-10-2018,10:42,5.52,0:11,-85.46532,31.31466,-85.4373,31.24989
Monday,29-10-2018,12:20,5.53,0:11,-85.4373,31.24989,-85.46528,31.31443
Monday,29-10-2018,13:44,7.82,0:12,-85.46528,31.31443,-85.38926,31.25546
Monday,29-10-2018,14:00,3.25,0:05,-85.38928,31.25515,-85.36127,31.29463
Monday,29-10-2018,14:07,2.43,0:07,-85.36127,31.29463,-85.38285,31.26955
Monday,29-10-2018,15:17,7.92,0:22,-85.38262,31.26983,-85.39229,31.22476
Monday,29-10-2018,16:07,2.34,0:09,-85.39236,31.22513,-85.42127,31.23485
Monday,29-10-2018,19:06,1.74,0:05,-85.42127,31.23485,-85.43721,31.25027
Tuesday,30-10-2018,7:33,5.55,0:15,-85.43721,31.25027,-85.46532,31.31468
Tuesday,30-10-2018,10:41,5.53,0:12,-85.46532,31.31468,-85.43726,31.24985
Tuesday,30-10-2018,12:22,5.73,0:15,-85.43707,31.24957,-85.46855,31.31472
Tuesday,30-10-2018,13:43,6.85,0:12,-85.46834,31.31484,-85.38099,31.26938
Tuesday,30-10-2018,16:51,4.48,0:10,-85.38099,31.26938,-85.43718,31.25026
Wednesday,31-10-2018,7:40,5.53,0:14,-85.43718,31.25026,-85.46529,31.31445
Wednesday,31-10-2018,10:33,6.67,0:11,-85.46489,31.31467,-85.38083,31.26974
Wednesday,31-10-2018,11:52,7.54,0:13,-85.3807,31.26977,-85.46523,31.31448
Wednesday,31-10-2018,13:40,11.65,0:42,-85.46525,31.31457,-85.36487,31.21613
Wednesday,31-10-2018,14:25,0.45,0:04,-85.36487,31.21613,-85.36217,31.21492
Wednesday,31-10-2018,15:02,6.13,0:20,-85.36217,31.21492,-85.43719,31.25028
Wednesday,31-10-2018,18:21,0.8,0:02,-85.43721,31.25024,-85.43523,31.23973
Wednesday,31-10-2018,19:41,2.88,0:08,-85.43523,31.23973,-85.42219,31.23949
Wednesday,31-10-2018,19:52,2.08,0:09,-85.42219,31.23949,-85.43717,31.24982
Wednesday,31-10-2018,21:48,4.21,0:13,-85.43719,31.24981,-85.43713,31.25022
Thursday,1-11-2018,7:40,5.51,0:11,-85.43713,31.25022,-85.46494,31.3144
Thursday,1-11-2018,10:44,5.49,0:11,-85.46494,31.3144,-85.4373,31.24988
Thursday,1-11-2018,12:17,5.55,0:15,-85.4373,31.24988,-85.46526,31.31456
Thursday,1-11-2018,13:28,5.55,0:12,-85.46521,31.31473,-85.43717,31.25026
Friday,2-11-2018,14:15,4.56,0:10,-85.43693,31.25003,-85.38276,31.26962
Friday,2-11-2018,15:24,4.58,0:12,-85.38261,31.26964,-85.43716,31.24989
Friday,2-11-2018,17:15,4.89,0:24,-85.43678,31.2496,-85.40369,31.20678
Friday,2-11-2018,22:04,8.35,0:15,-85.40369,31.20678,-85.38105,31.2693
Friday,2-11-2018,22:38,4.49,0:08,-85.38105,31.2693,-85.4372,31.25024
Saturday,3-11-2018,8:58,3.22,0:11,-85.4372,31.25024,-85.43719,31.25026
Saturday,3-11-2018,15:47,1.61,0:05,-85.43713,31.25044,-85.42182,31.24002
Saturday,3-11-2018,21:50,2.11,0:08,-85.42218,31.23946,-85.43716,31.25029
Sunday,4-11-2018,9:00,0.99,0:02,-85.43716,31.25029,-85.43679,31.24002
Sunday,4-11-2018,11:23,1.17,0:07,-85.43682,31.24009,-85.42596,31.24697
Sunday,4-11-2018,11:37,1.14,0:21,-85.42599,31.24701,-85.43439,31.25592
Sunday,4-11-2018,12:01,0.52,0:01,-85.43455,31.25572,-85.43719,31.25026
Monday,5-11-2018,7:29,5.55,0:12,-85.43722,31.25043,-85.46537,31.31443
Monday,5-11-2018,10:42,5.51,0:12,-85.46546,31.31425,-85.43735,31.24987
Monday,5-11-2018,12:23,5.57,0:14,-85.43731,31.2499,-85.46516,31.31477
Monday,5-11-2018,13:43,6.8,0:44,-85.46488,31.31448,-85.38276,31.26958
Monday,5-11-2018,15:11,7.36,0:20,-85.38276,31.26958,-85.47234,31.25965
Monday,5-11-2018,15:41,4.29,0:10,-85.47234,31.25965,-85.43714,31.2502
Monday,5-11-2018,16:55,2.18,0:13,-85.43676,31.24979,-85.43705,31.25025
Monday,5-11-2018,18:30,3.54,0:14,-85.43705,31.25025,-85.43718,31.25026
Tuesday,6-11-2018,7:26,5.55,0:09,-85.4372,31.25034,-85.46533,31.31461
Tuesday,6-11-2018,10:42,5.52,0:13,-85.46543,31.31457,-85.43731,31.24987
Tuesday,6-11-2018,12:21,5.57,0:11,-85.43731,31.24987,-85.4649,31.31462
Tuesday,6-11-2018,13:46,6.78,0:12,-85.4649,31.31462,-85.38277,31.26955
Tuesday,6-11-2018,15:15,5.34,0:12,-85.38121,31.27002,-85.44537,31.24474
Tuesday,6-11-2018,15:49,0.91,0:04,-85.44537,31.24474,-85.4372,31.25025
Wednesday,7-11-2018,7:34,5.53,0:10,-85.4372,31.25025,-85.46538,31.31451
Wednesday,7-11-2018,10:52,5.51,0:11,-85.46543,31.31435,-85.43736,31.24984
Wednesday,7-11-2018,12:23,5.54,0:13,-85.43716,31.24975,-85.46535,31.31447
Wednesday,7-11-2018,13:43,6.79,0:11,-85.46535,31.31447,-85.38277,31.26963
Wednesday,7-11-2018,15:16,4.59,0:11,-85.38284,31.26958,-85.43721,31.25025
Wednesday,7-11-2018,18:02,0.82,0:03,-85.43721,31.25025,-85.4357,31.23961
Wednesday,7-11-2018,19:30,0.85,0:03,-85.4357,31.23961,-85.43711,31.25016
Thursday,8-11-2018,7:31,5.53,0:11,-85.43711,31.25016,-85.46532,31.31451
Thursday,8-11-2018,10:43,5.51,0:12,-85.46532,31.31451,-85.43726,31.24988
Thursday,8-11-2018,12:22,5.54,0:15,-85.43726,31.24988,-85.46534,31.31454
Thursday,8-11-2018,13:43,7.5,0:12,-85.46531,31.31452,-85.38279,31.26959
Thursday,8-11-2018,15:15,4.59,0:08,-85.38279,31.26959,-85.4372,31.25026
Thursday,8-11-2018,17:34,2.1,0:07,-85.43608,31.25003,-85.42215,31.23958
Thursday,8-11-2018,21:45,2.11,0:07,-85.42215,31.23958,-85.43718,31.25027
Friday,9-11-2018,8:22,1.74,0:06,-85.43718,31.25027,-85.42121,31.23483
Friday,9-11-2018,11:05,1.72,0:07,-85.42111,31.23464,-85.43728,31.2499
Friday,9-11-2018,11:44,1.76,0:07,-85.43728,31.2499,-85.42208,31.23957
Friday,9-11-2018,12:53,4.39,0:12,-85.42208,31.23957,-85.38283,31.26954
Friday,9-11-2018,15:16,4.59,0:10,-85.38267,31.26981,-85.43719,31.25026
Sunday,11-11-2018,9:01,0.99,0:02,-85.43681,31.24776,-85.43674,31.2401
Sunday,11-11-2018,11:21,0.95,0:03,-85.43689,31.24001,-85.43718,31.25024
Sunday,11-11-2018,14:49,2.11,0:07,-85.43718,31.25024,-85.42219,31.23962
Sunday,11-11-2018,14:57,0.01,0:00,-85.42219,31.23962,-85.42223,31.23943
Sunday,11-11-2018,15:11,1.23,0:04,-85.42223,31.23943,-85.41095,31.23215
Sunday,11-11-2018,15:36,1.59,0:05,-85.41085,31.23254,-85.42326,31.24632
Sunday,11-11-2018,15:56,1.15,0:03,-85.42326,31.24632,-85.4079,31.23926
Sunday,11-11-2018,16:18,1.43,0:06,-85.4079,31.23926,-85.42215,31.23945
Sunday,11-11-2018,16:45,2.53,0:09,-85.42215,31.23945,-85.4436,31.26625
Sunday,11-11-2018,17:17,1.56,0:06,-85.4436,31.26625,-85.43727,31.24987
Sunday,11-11-2018,17:27,4.1,0:22,-85.43742,31.24977,-85.43532,31.23969
Sunday,11-11-2018,18:53,2.91,0:10,-85.43532,31.23969,-85.4222,31.23952
Sunday,11-11-2018,21:11,2.11,0:08,-85.4222,31.23952,-85.43722,31.25032
Monday,12-11-2018,14:02,0.95,0:18,-85.43722,31.25013,-85.42939,31.253
Monday,12-11-2018,14:53,1.16,0:06,-85.42939,31.253,-85.42214,31.23946
Monday,12-11-2018,15:10,1.82,0:09,-85.42214,31.23946,-85.42722,31.24951
Monday,12-11-2018,15:24,6.36,0:25,-85.42722,31.24951,-85.39218,31.22426
Monday,12-11-2018,16:47,5.82,0:19,-85.39187,31.22424,-85.44683,31.26676
Monday,12-11-2018,17:48,7.87,0:28,-85.44683,31.26676,-85.43719,31.25027
Tuesday,13-11-2018,7:31,5.54,0:13,-85.43719,31.25027,-85.46531,31.31454
Tuesday,13-11-2018,13:47,9.31,0:30,-85.46531,31.31454,-85.38278,31.26962
Tuesday,13-11-2018,15:16,4.56,0:09,-85.38278,31.26962,-85.43728,31.2499
Tuesday,13-11-2018,15:40,1.74,0:06,-85.43728,31.2499,-85.42131,31.23483
Tuesday,13-11-2018,17:55,1.9,0:07,-85.42131,31.23483,-85.43718,31.25023
Tuesday,13-11-2018,18:25,2.48,0:07,-85.43718,31.25023,-85.43717,31.25018
Wednesday,14-11-2018,7:37,5.53,0:11,-85.43717,31.25018,-85.46518,31.31441
Wednesday,14-11-2018,10:43,5.52,0:10,-85.46518,31.31441,-85.43732,31.24989
Wednesday,14-11-2018,12:21,5.55,0:13,-85.43732,31.24989,-85.46533,31.31448
Wednesday,14-11-2018,13:43,1.37,0:03,-85.46527,31.31446,-85.44745,31.3047
Wednesday,14-11-2018,13:49,5.48,0:08,-85.44749,31.30357,-85.38026,31.26725
Wednesday,14-11-2018,15:28,4.6,0:11,-85.38034,31.26746,-85.43721,31.25024
Wednesday,14-11-2018,18:18,0.8,0:02,-85.43721,31.25024,-85.43447,31.24018
Wednesday,14-11-2018,19:33,2.93,0:07,-85.43529,31.23964,-85.42215,31.23951
Wednesday,14-11-2018,21:22,2.8,0:07,-85.42215,31.23951,-85.4372,31.25025
Thursday,15-11-2018,7:34,5.54,0:16,-85.4372,31.25025,-85.46527,31.31445
Thursday,15-11-2018,10:48,5.55,0:13,-85.46527,31.31445,-85.43732,31.24991
Thursday,15-11-2018,12:25,5.55,0:12,-85.43732,31.24991,-85.46538,31.3145
Thursday,15-11-2018,13:43,6.8,0:09,-85.46538,31.31441,-85.38275,31.26962
Thursday,15-11-2018,15:15,4.57,0:07,-85.38203,31.27001,-85.43731,31.24988
Thursday,15-11-2018,16:45,5.29,0:17,-85.43715,31.24991,-85.43722,31.25028
Friday,16-11-2018,9:34,1.75,0:06,-85.43688,31.24974,-85.42121,31.23467
Friday,16-11-2018,11:11,6.78,0:15,-85.42121,31.23467,-85.46512,31.31472
Friday,16-11-2018,11:33,5.56,0:15,-85.46512,31.31472,-85.43731,31.24993
Friday,16-11-2018,14:04,4.57,0:10,-85.43678,31.24968,-85.38055,31.26722
Friday,16-11-2018,14:18,0.37,0:02,-85.38055,31.26722,-85.38282,31.26934
Friday,16-11-2018,15:15,6.25,0:15,-85.38282,31.26934,-85.43729,31.24989
Friday,16-11-2018,16:03,3.76,0:11,-85.43729,31.24989,-85.38492,31.25138
Friday,16-11-2018,16:23,3.91,0:12,-85.38492,31.25138,-85.43717,31.25024
Saturday,17-11-2018,10:12,1.61,0:04,-85.43717,31.25024,-85.42698,31.24379
Saturday,17-11-2018,10:25,1.26,0:20,-85.42725,31.24361,-85.4331,31.23161
Saturday,17-11-2018,10:54,1.5,0:05,-85.4372,31.25037,-85.4372,31.25037
Sunday,18-11-2018,9:06,1,0:02,-85.43691,31.24812,-85.43675,31.23998
Sunday,18-11-2018,11:17,0.94,0:04,-85.43688,31.23992,-85.43717,31.25028
Sunday,18-11-2018,13:56,1.19,0:05,-85.43717,31.25028,-85.44381,31.23926
Sunday,18-11-2018,15:20,1.6,0:08,-85.4432,31.23921,-85.43693,31.25018
Sunday,18-11-2018,16:52,2.09,0:07,-85.43713,31.25017,-85.42219,31.23946
Sunday,18-11-2018,17:03,2.1,0:09,-85.42219,31.23946,-85.4374,31.24992
Sunday,18-11-2018,17:22,0.8,0:02,-85.43695,31.24972,-85.43528,31.23969
Sunday,18-11-2018,18:30,0.81,0:04,-85.43526,31.23957,-85.43734,31.24986
Sunday,18-11-2018,19:30,2.1,0:06,-85.43734,31.24986,-85.42222,31.23954
Sunday,18-11-2018,19:36,2.1,0:10,-85.42222,31.23954,-85.43716,31.25027
Monday,19-11-2018,18:37,2.1,0:05,-85.43698,31.25003,-85.42217,31.23964
Monday,19-11-2018,18:44,2.58,0:10,-85.42215,31.23971,-85.44706,31.26684
Monday,19-11-2018,19:16,0.27,0:04,-85.44706,31.26684,-85.44965,31.26856
Monday,19-11-2018,21:37,6.14,0:29,-85.44939,31.26883,-85.4372,31.25028
Tuesday,20-11-2018,12:32,1.67,0:09,-85.437,31.24997,-85.43388,31.22877
Tuesday,20-11-2018,12:46,1.68,0:10,-85.43391,31.22882,-85.42113,31.2348
Tuesday,20-11-2018,14:14,2.39,0:13,-85.42107,31.23494,-85.44435,31.22042
Tuesday,20-11-2018,14:45,2.58,0:08,-85.44438,31.22056,-85.43719,31.25025
Tuesday,20-11-2018,17:47,2.1,0:06,-85.43692,31.24995,-85.42215,31.23946
Tuesday,20-11-2018,18:13,1.59,0:05,-85.42221,31.23957,-85.4095,31.22743
Tuesday,20-11-2018,19:25,1.55,0:04,-85.4095,31.22743,-85.42208,31.23963
Tuesday,20-11-2018,21:52,2.97,0:10,-85.42208,31.23963,-85.43718,31.25025
Wednesday,21-11-2018,13:34,2.25,0:05,-85.43685,31.24967,-85.46167,31.24513
Wednesday,21-11-2018,13:56,2.33,0:07,-85.46167,31.24513,-85.43721,31.25028
Wednesday,21-11-2018,17:54,1.89,0:06,-85.43721,31.25028,-85.43107,31.22551
Wednesday,21-11-2018,18:14,1.55,0:04,-85.43109,31.22568,-85.42669,31.2438
Wednesday,21-11-2018,18:25,1.29,0:05,-85.42669,31.2438,-85.43718,31.25023
Friday,23-11-2018,8:53,2.1,0:06,-85.43678,31.24966,-85.42216,31.23945
Friday,23-11-2018,10:28,2.12,0:10,-85.42224,31.23948,-85.4372,31.2503
Friday,23-11-2018,14:20,2.52,0:10,-85.43689,31.2501,-85.4176,31.22768
Friday,23-11-2018,15:42,0.72,0:03,-85.41743,31.22761,-85.41081,31.2319
Friday,23-11-2018,15:50,2.5,0:08,-85.41081,31.2319,-85.43727,31.24988
Friday,23-11-2018,16:10,1.37,0:07,-85.43746,31.24977,-85.44288,31.26452
Friday,23-11-2018,16:25,0.38,0:03,-85.44288,31.26452,-85.44644,31.26698
Friday,23-11-2018,17:03,0.13,0:01,-85.44655,31.26744,-85.44748,31.26691
Friday,23-11-2018,17:20,1.95,0:08,-85.44748,31.26691,-85.42612,31.24989
Friday,23-11-2018,17:35,0.35,0:07,-85.42612,31.24989,-85.42721,31.24949
Friday,23-11-2018,18:02,1.61,0:06,-85.42719,31.24944,-85.43729,31.24987
Friday,23-11-2018,18:46,2.55,0:07,-85.43736,31.24967,-85.41084,31.23209
Friday,23-11-2018,18:55,3.44,0:07,-85.41084,31.23209,-85.39338,31.22104
Friday,23-11-2018,20:16,2.67,0:07,-85.39324,31.22119,-85.422,31.23962
Friday,23-11-2018,20:32,1.22,0:05,-85.4222,31.2395,-85.41095,31.23211
Friday,23-11-2018,20:49,2.67,0:07,-85.41095,31.23211,-85.4372,31.25028
Sunday,25-11-2018,9:03,0.91,0:02,-85.43663,31.24961,-85.43646,31.24029
Sunday,25-11-2018,11:20,0.94,0:04,-85.43646,31.24029,-85.43718,31.25031
Sunday,25-11-2018,18:23,2.56,0:09,-85.43723,31.25035,-85.41096,31.23211
Sunday,25-11-2018,18:34,3.85,0:18,-85.41096,31.23211,-85.44963,31.26885
Sunday,25-11-2018,21:37,6.57,0:21,-85.44963,31.26885,-85.43713,31.25023
Monday,26-11-2018,7:33,5.54,0:14,-85.43713,31.25023,-85.46526,31.31451
Monday,26-11-2018,10:40,5.55,0:13,-85.46522,31.31458,-85.43734,31.24991
Monday,26-11-2018,12:28,5.53,0:11,-85.43734,31.24991,-85.46524,31.31452
Monday,26-11-2018,13:42,7.29,0:40,-85.46524,31.31452,-85.38277,31.26956
Monday,26-11-2018,15:15,4.59,0:07,-85.38253,31.26994,-85.43718,31.25025
Tuesday,27-11-2018,7:50,5.79,0:15,-85.43718,31.25025,-85.46464,31.31431
Tuesday,27-11-2018,9:09,11.05,0:23,-85.46453,31.31428,-85.36106,31.29495
Tuesday,27-11-2018,9:37,2.47,0:08,-85.36112,31.29512,-85.38051,31.26759
Tuesday,27-11-2018,12:21,6.78,0:15,-85.38019,31.26736,-85.46518,31.31444
Tuesday,27-11-2018,13:42,6.79,0:42,-85.46522,31.31441,-85.38277,31.26947
Tuesday,27-11-2018,17:29,4.59,0:09,-85.38277,31.26947,-85.43719,31.25026
Tuesday,27-11-2018,18:44,1.09,0:08,-85.43719,31.25026,-85.44256,31.24006
Tuesday,27-11-2018,19:02,1.27,0:03,-85.44256,31.24006,-85.43716,31.25026
Wednesday,28-11-2018,7:28,5.54,0:17,-85.43716,31.25026,-85.46538,31.31449
Wednesday,28-11-2018,11:43,5.52,0:11,-85.46538,31.31449,-85.43743,31.24991
Wednesday,28-11-2018,11:58,0.01,0:00,-85.43743,31.24991,-85.43726,31.24985
Wednesday,28-11-2018,12:21,5.55,0:12,-85.43724,31.24976,-85.46514,31.31472
Wednesday,28-11-2018,13:43,6.79,0:11,-85.46514,31.31472,-85.38056,31.26721
Wednesday,28-11-2018,15:15,4.56,0:08,-85.3822,31.26998,-85.43732,31.24989
Wednesday,28-11-2018,15:27,1.75,0:07,-85.43745,31.24976,-85.42119,31.23482
Wednesday,28-11-2018,16:54,1.88,0:08,-85.42119,31.23482,-85.43727,31.24988
Wednesday,28-11-2018,17:13,2.54,0:10,-85.43727,31.24988,-85.41094,31.23206
Wednesday,28-11-2018,19:46,2.7,0:07,-85.41055,31.23196,-85.43724,31.25026
Wednesday,28-11-2018,21:16,1.64,0:04,-85.4369,31.25006,-85.43708,31.25023
Thursday,29-11-2018,7:38,5.52,0:12,-85.43708,31.25023,-85.46496,31.31439
Thursday,29-11-2018,12:17,1.36,0:03,-85.46496,31.31439,-85.44784,31.3047
